"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"197",197,"pedro",1323094970,548317,"05/12/2011 14:22","no",47,129,28,1.77,21,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,-0.03,-0.43,-45,70,-183,-2,567,-388,-174,-8.05,144,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,-0.08,0.02,-219,-76,-85,-424,359,457,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.18662723,4.476989256,129.5082719,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.13,-0.05,4,-24,86,476,-574,-39,82,-0.8,107,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,-0.02,0,148,232,-191,-149,759,658,"A"
"210",210,"pedro",1323094970,968279,"05/12/2011 14:22","yes",47,129,27.9,2.35,21,"-1.122273","19.810708","#DIV/0!","-0.177846","-4.575081","#DIV/0!",2.4,21,"-1.1",0.8,20,"-1.1",1.59,1,"0.0000",0,128.9,0.3,0.1,28.1,0.2,0,1.7,0.5,0.24,-0.43,-0.03,-0.44,-48,71,-186,6,567,-395,-8.6,15.4,10,3,21.0222,-166.5869,34.4585,1187.3854,-7.1253,5.0294,25.2946,137.9933,27.8577,776.052,-0.26,-0.24,0.13,-3,-11,24,-416,309,496,"18.71915","19.75148","19.81071","4.39449","-4.56524","-4.57508",15.9,146,25,-9.3,10,3,25.15,136,22,-28.8,16.1,123.9,"-0.6179","-0.4068","#DIV/0!","-0.3438","-0.4131","#DIV/0!",23.4,134.3,"-0.6",1.1,99.3,"-0.6",22.35,35.02,"0.00",11,0.6545,-35.2699,8.2509,68.0775,12.9422,6.0945,37.1431,118.7156,7.9148,62.6436,0.47,-0.03,-0.18,17,-30,100,480,-563,-22,81.6,-0.36,107,"-1.3144","19.8107","#DIV/0!","0.4102","-4.5751","#DIV/0!",-0.2,107,"-1.3",-0.9,106,"-1.3",0.67,1,"0.00",34,0.26768,82.12889,0.31088,0.09665,-0.59022,0.22372,0.05005,106.95556,0.20841,0.04343,0.18,0.03,-0.03,158,228,-184,-153,753,673,"A"
"217",217,"pedro",1323094971,232309,"05/12/2011 14:22","no",48,129,28,2.61,21,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-0.03,-0.46,-46,69,-184,1,569,-389,-6.61,9.48,-1.12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,-0.24,0.15,-5,-11,24,-419,317,496,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.30257816,16.72049092,112.1293364,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,-0.13,-0.36,17,-41,92,479,-565,-18,80.9,-0.62,107,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.08,-0.23,155,229,-186,-157,764,683,"A"
"219",219,"pedro",1323094971,280384,"05/12/2011 14:22","no",48,129,28,2.63,21,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,-0.03,-0.44,-44,73,-182,3,567,-405,-5.69,7.5,-6.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,-0.24,0.16,-5,-11,24,-411,318,494,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.90096638,9.658481907,130.2965511,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,-0.13,-0.25,9,-23,90,476,-564,-10,80.5,-0.92,107,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.08,0.05,160,217,-177,-153,752,690,"A"
"230",230,"pedro",1323094971,512349,"05/12/2011 14:22","no",48,129,27.9,2.18,21,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,-0.02,-0.46,-45,67,-184,8,570,-399,-3.58,-0.99,-33.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,-0.26,0.34,-1,-11,28,-392,312,515,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.86579054,12.80587357,126.2677439,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.1,-0.26,13,-28,97,481,-560,-10,78.9,-1.36,108,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.11,-0.33,159,216,-170,-162,764,723,"A"
"233",233,"pedro",1323094971,628287,"05/12/2011 14:22","no",48,129,27.8,2.01,21,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-0.02,-0.44,-47,70,-187,10,570,-399,-2.23,-2.35,-43.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,-0.22,0.1,-2,-12,27,-397,330,506,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.03078162,12.85398538,124.2539082,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,-0.08,-0.34,13,-30,96,483,-557,-21,78,-2.26,108,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.14,0.02,152,196,-155,-151,760,731,"A"
"237",237,"pedro",1323094971,732279,"05/12/2011 14:22","no",48,129,27.8,1.94,21,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,-0.02,-0.44,-45,69,-186,10,569,-387,-1.83,-2.95,-49.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,-0.22,0.13,-1,-10,25,-401,324,500,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.72839569,14.70894042,124.6113702,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,-0.08,-0.3,15,-29,97,480,-559,-18,78.7,-2.68,109,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.1,0.16,151,212,-154,-142,760,720,"A"
"239",239,"pedro",1323094971,920369,"05/12/2011 14:22","no",48,128,27.8,1.76,21,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51,0,-0.48,-45,68,-186,5,569,-398,-1.37,-3.57,-56.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,-0.24,0.11,-1,-8,26,-401,313,501,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.45727698,14.57294513,124.9202006,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.1,-0.31,15,-29,98,482,-566,-20,79.7,-2.59,109,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0,0.23,141,196,-155,-136,749,705,"A"
"244",244,"pedro",1323094972,104309,"05/12/2011 14:22","no",49,128,27.8,1.41,21,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,-0.02,-0.48,-44,70,-184,5,563,-396,-1.02,-4.16,-68.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,-0.21,0.07,1,-7,26,-404,319,501,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.68477608,15.67404186,124.1755504,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.1,-0.3,16,-29,97,483,-557,-16,82.2,-2.17,108,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,-0.16,0.07,147,236,-166,-127,745,662,"A"
"248",248,"pedro",1323094972,276270,"05/12/2011 14:22","no",49,128,27.9,0.97,21,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,-0.03,-0.48,-43,70,-184,-3,567,-401,-0.36,-4.54,-80.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,-0.19,0.08,-1,-9,27,-408,319,510,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.48873438,15.82701621,130.2423865,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,-0.13,-0.15,17,-23,104,489,-564,-25,83.4,-0.8,106,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.1,0.03,148,245,-201,-128,730,631,"A"
"251",251,"pedro",1323094972,432391,"05/12/2011 14:22","no",49,128,27.9,0.73,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,-0.03,-0.48,-43,69,-182,-3,569,-386,-0.28,-4.67,-86.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,-0.21,0.08,1,-10,28,-411,313,505,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.90380305,6.656515393,122.4765674,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.02,-0.31,7,-35,99,487,-557,-21,83,-0.31,104,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,-0.13,-0.21,160,241,-210,-135,724,630,"A"
"262",262,"pedro",1323094973,24331,"05/12/2011 14:22","no",50,127,27.3,1.7,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,-0.05,-0.43,-43,71,-180,3,574,-388,1.05,-6.3,-120,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,-0.22,0.15,-6,-10,25,-415,319,486,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.156649,10.92510822,125.8297785,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,-0.08,-0.2,11,-29,96,471,-562,-26,77.6,3.45,106,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.1,-0.1,143,210,-203,-171,745,712,"A"
"267",267,"pedro",1323094973,192320,"05/12/2011 14:22","no",50,128,27.4,1.89,21,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-0.03,-0.44,-47,70,-183,5,566,-396,1.33,-7.46,-126,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,-0.14,0.05,0,0,35,-416,322,497,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.87201795,11.76647778,122.0140512,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,-0.11,-0.21,12,-33,96,476,-568,-12,78.1,1.56,109,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.26,0.07,162,223,-175,-166,750,711,"A"
"269",269,"pedro",1323094973,240357,"05/12/2011 14:22","no",50,128,27.6,1.75,21,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,-0.03,-0.44,-46,68,-184,-1,570,-395,1.37,-8.46,-128,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-0.08,0,4,1,35,-405,326,503,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.74645551,15.71708975,124.9828163,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,-0.1,-0.25,16,-28,97,479,-560,-25,78.5,0.78,110,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.32,0.08,143,219,-171,-165,757,708,"A"
"289",289,"pedro",1323094973,828330,"05/12/2011 14:22","no",50,126,27.7,0.45,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-0.03,-0.49,-47,73,-178,-7,576,-387,-8.4,-54.4,-122,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,0.55,0,144,38,151,195,270,577,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.20121783,15.56295018,125.5417934,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.1,-0.26,15,-26,92,480,-564,-32,82.5,1.07,108,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.21,0.13,159,235,-193,-146,746,662,"A"
"307",307,"pedro",1323094974,768333,"05/12/2011 14:22","no",51,126,27.5,-0.15,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,0,-0.49,-39,68,-183,1,571,-397,-150,-35.4,25.5,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,-0.66,0.2,422,-75,-71,734,-45,-104,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.47237512,20.33045613,124.9930088,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,-0.19,-0.11,20,-24,94,505,-544,-40,85.7,3.68,105,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-0.02,-0.08,140,223,-188,-166,751,621,"A"
"308",308,"pedro",1323094974,780323,"05/12/2011 14:22","no",51,126,27.5,-0.33,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,0,-0.48,-39,67,-182,0,579,-393,-150,-37,25.3,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,-0.75,0.18,420,-68,-73,732,-33,-101,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.12185346,19.24886557,124.3595789,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,-0.19,-0.16,20,-27,99,495,-546,-43,85.8,3.69,105,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0,-0.03,147,221,-191,-172,749,625,"A"
"313",313,"pedro",1323094974,916349,"05/12/2011 14:22","no",51,125,27.6,-1.86,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,-0.02,-0.51,-38,70,-176,-8,584,-377,-157,-64,29.5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,-1.27,0.02,361,-8,45,694,130,191,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.60405914,19.33323906,133.3397908,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,-0.06,-0.36,17,-12,86,514,-546,-57,89,3.16,105,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.06,0.07,140,245,-192,-163,733,584,"A"
"324",324,"pedro",1323094975,484312,"05/12/2011 14:22","no",52,125,26.7,-0.77,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-0.05,-0.43,-43,71,-177,1,576,-383,38,-47.5,-168,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,-0.87,0.28,71,25,127,-101,344,587,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.417953886,21.83428794,134.5619542,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.35,-0.28,12,3,54,483,-562,-148,89.3,3.26,104,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.05,-0.11,148,229,-187,-151,739,574,"A"
"337",337,"pedro",1323094976,276278,"05/12/2011 14:22","no",53,125,26.4,-0.89,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-0.03,-0.44,-41,73,-178,6,581,-372,38.8,-28.8,-178,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95,0.11,-0.15,23,8,85,-365,325,521,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.12185448,16.49225847,120.6964543,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,-0.1,-0.44,13,-25,74,509,-536,-90,90.4,3.61,104,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.03,-0.05,140,232,-190,-170,744,564,"A"
"347",347,"pedro",1323094976,620460,"05/12/2011 14:22","no",53,124,26.2,-0.74,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,-0.03,-0.44,-41,71,-176,2,577,-372,106,-69.9,95.5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,0.55,0.05,179,7,148,388,189,527,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.90134494,12.54030871,121.6987865,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.11,-0.18,12,-31,90,484,-556,-78,91.4,5.18,104,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.18,0.05,129,251,-194,-169,749,567,"A"
"355",355,"pedro",1323094976,848378,"05/12/2011 14:22","no",53,125,25.8,-0.19,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,-0.05,-0.41,-44,71,-173,5,576,-387,168,-32.6,22.2,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,0.74,0.03,374,-40,8,745,33,56,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.65777757,20.90487645,122.0712331,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,-0.19,-0.07,19,-25,86,508,-542,-43,89.9,5.93,102,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0,-0.05,137,236,-193,-176,750,591,"A"
"374",374,"pedro",1323094977,372302,"05/12/2011 14:22","no",54,124,26.7,-2.37,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53,-0.02,-0.48,-40,69,-177,0,579,-364,155,-41.1,42.3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,-0.92,0.11,319,7,78,614,190,294,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.90606267,14.88606164,132.1021537,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.06,-0.64,15,-20,98,485,-565,-67,90.3,4.24,101,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,-0.05,138,235,-191,-155,744,583,"A"
"376",376,"pedro",1323094977,668296,"05/12/2011 14:22","no",54,123,26.6,-3.09,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-0.03,-0.49,-38,68,-170,1,585,-375,133,-50.3,72.4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,-1.11,0.18,198,19,97,352,309,489,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.675363761,20.72622698,134.5619542,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,-0.39,-0.25,19,-8,90,495,-561,-85,89.9,4.16,101,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.02,-0.03,146,233,-191,-154,747,585,"A"
"394",394,"pedro",1323094979,628396,"05/12/2011 14:22","no",55,125,25.4,-0.74,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-0.02,-0.43,-43,69,-180,8,575,-384,149,2.56,-2.69,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,-0.32,0.11,425,-101,-105,731,-18,-140,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.07356596,23.06752043,128.7955776,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.06,-0.44,20,-14,84,527,-520,-49,-114,52.4,-90.9,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,1.36,0,-178,-72,-204,-504,-271,168,"A"
"410",410,"pedro",1323094980,396320,"05/12/2011 14:23","no",56,124,26,-2.8,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32,-0.05,-0.41,-36,70,-172,4,586,-375,134,-27.1,77.3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,-1,0.25,131,38,115,112,376,540,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.174622676,28.37532037,127.4870288,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,-0.19,-0.34,24,-7,82,511,-531,-90,89.8,31.2,80.6,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,1.57,0.18,24,320,-152,-423,766,662,"A"
